#name	chrom	strand	txStart	txEnd	exonEnds	exonStarts
AACS	chr12	+	125549925	125627866	125550263,125558525,125561157,125570989,125576069,125587339,125587627,125591814,125599103,125603311,125609315,125609570,125612820,125614006,125618618,125619398,125621410,	125558422,125561037,125570876,125575972,125587225,125587546,125591667,125599023,125603187,125609251,125609448,125612707,125613881,125618549,125619340,125621208,125626638,
GLT1D1	chr12	+	129338039	129469501	129338194,129360607,129373289,129383832,129397005,129399534,129410999,129411699,129429914,129432003,129442188,	129360459,129373184,129383781,129396969,129399478,129410904,129411650,129429871,129431883,129442090,129467474,
RIMBP2	chr12	-	130880682	131002410	130883706,130884358,130890788,130892374,130897332,130898851,130907106,130912882,130919425,130921836,130923061,130927205,130929814,130934821,130935885,130941245,130963561,130991315,	130884224,130890717,130892271,130897164,130898670,130906998,130912724,130919279,130921387,130922910,130926393,130929705,130934745,130935740,130941041,130963457,130991193,131002373,
ADGRD1	chr12	+	131438452	131625792	131439076,131439205,131451091,131456125,131466608,131471894,131475623,131476937,131484987,131487847,131488841,131490592,131498885,131561419,131569208,131589479,131590410,131593422,131602996,131605458,131616361,131620708,131621559,131622774,	131439169,131451008,131456003,131466429,131471640,131475559,131476782,131484928,131487730,131488731,131490517,131498744,131561346,131569085,131589376,131590299,131593269,131602930,131605392,131616270,131620582,131621518,131622682,131623713,
SFSWAP	chr12	+	132195634	132284282	132195992,132198785,132199498,132204084,132210175,132211597,132212973,132237908,132239044,132240024,132241189,132249231,132250853,132262875,132271133,132281905,132283654,	132198616,132199367,132203999,132209950,132211485,132212838,132237668,132238913,132239931,132241018,132249001,132250663,132262610,132271008,132281723,132283582,132283968,
ULK1	chr12	+	132379196	132407712	132379657,132380238,132380369,132391469,132392076,132393362,132393516,132393782,132394378,132394546,132394849,132395345,132396634,132397803,132398381,132399022,132399776,132399966,132400704,132401136,132401607,132402099,132403226,132403929,132404135,132404681,132405780,	132380146,132380328,132391437,132392040,132393189,132393443,132393681,132394320,132394464,132394799,132395257,132396487,132397743,132398292,132398897,132399628,132399880,132400436,132400943,132401498,132401956,132403042,132403757,132404017,132404524,132405645,132405851,
EP400	chr12	+	132434465	132565011	132434581,132446499,132464338,132466141,132467023,132471352,132472435,132474649,132475259,132476001,132476775,132479501,132489729,132490847,132491422,132496179,132497723,132498209,132498458,132502266,132502921,132504763,132505866,132508486,132510349,132512076,132512833,132514448,132514703,132516694,132522338,132522641,132528007,132528273,132528856,132529260,132529498,132530105,132530445,132535004,132535200,132537769,132538142,132539564,132539753,132546868,132547246,132549431,132551514,132552031,132554186,132561138,	132445130,132464239,132466034,132466638,132471059,132472250,132474509,132475181,132475952,132476718,132479412,132489622,132490657,132491245,132496043,132497554,132498035,132498322,132502080,132502755,132504594,132505624,132508322,132510191,132511982,132512562,132514246,132514534,132516498,132522227,132522498,132527849,132528190,132528722,132529216,132529345,132529864,132530272,132534868,132535144,132537691,132537888,132539519,132539644,132546655,132547011,132549213,132551319,132551907,132554040,132561061,132561946,
GALNT9	chr12	-	132681054	132905789	132681798,132682504,132683814,132685806,132688235,132824580,132834425,132837708,132839211,132863016,	132682337,132683719,132685669,132688050,132824463,132834228,132837534,132839045,132862836,132905552,
CHFR	chr12	-	133417561	133464194	133418182,133419669,133420720,133423716,133424741,133425310,133428323,133430159,133433216,133434145,133435813,133438220,133446420,133447369,133448980,133454240,133463926,	133419597,133420613,133423629,133424671,133425227,133428204,133430017,133433054,133433991,133435654,133438053,133446205,133447310,133448871,133454141,133463782,133464133,
ZNF891	chr12	-	133683403	133707059	133698610,	133706813,
AC026369.1	chr12	+	147052	147377	147059,	147257,
SLC6A12	chr12	-	299243	319771	300377,301814,302543,304493,305427,306048,306667,307169,308097,309949,311015,312046,313864,319209,	301644,302443,304391,305290,305936,306543,307066,307963,309817,310928,311906,313730,318939,319371,
SLC6A13	chr12	-	329791	372002	330236,330712,331798,332400,333295,333679,335680,336834,344390,346456,347176,351920,352979,369223,	330542,331698,332298,333158,333567,335556,336731,344256,346324,347092,351780,352845,369017,371955,
NINJ2	chr12	-	673462	772945	673847,674567,675344,	674383,675116,772494,
FBXL14	chr12	-	1675159	1703331	1675976,	1702039,
LRTM2	chr12	+	1929433	1945918	1929980,1936796,1937381,1940691,	1936576,1937242,1940101,1943433,
FKBP4	chr12	+	2904119	2914589	2904410,2906448,2907037,2907992,2908410,2909106,2909288,2909743,2910522,	2906304,2906895,2907872,2908254,2909016,2909205,2909558,2910283,2912317,
ITFG2	chr12	+	2921788	2934237	2922022,2926484,2927116,2927443,2929391,2930038,2930525,2930762,2930958,2932077,2933109,	2926389,2927075,2927272,2929252,2929890,2930428,2930709,2930858,2931960,2932936,2933256,
NRIP2	chr12	-	2934514	2944190	2936465,2936843,2937213,2937580,2940026,	2936791,2937092,2937498,2939874,2943808,
AC005841.1	chr12	-	2958397	2966213	2958691,2964612,	2964062,2966121,
FOXM1	chr12	-	2966850	2986107	2968829,2973661,2973918,2974565,2975687,2977920,2981413,2983691,	2973486,2973849,2974521,2975559,2977729,2981262,2983143,2986086,
RHNO1	chr12	+	2986365	2998689	2986448,2994700,	2994328,2997077,
CCND2	chr12	+	4382938	4414516	4383401,4385386,4388085,4398156,	4385171,4387926,4398008,4409026,
FGF23	chr12	-	4477393	4488894	4479949,4481863,	4481760,4488538,
FGF6	chr12	-	4543309	4554780	4543557,4553402,	4553299,4554391,
C12orf4	chr12	-	4596894	4647637	4599065,4599755,4600400,4609506,4614546,4626355,4627421,4628046,4634541,4634749,4639216,4643468,4645385,	4599688,4600343,4609304,4614472,4626227,4627224,4627940,4634420,4634650,4639035,4643323,4645183,4647575,
RAD51AP1	chr12	+	4648056	4669214	4648122,4651099,4653070,4655584,4657344,4658002,4662313,4665668,	4651050,4652929,4655475,4657258,4657853,4662149,4665519,4668023,
AKAP3	chr12	-	4724674	4758213	4725060,4737971,4747362,4751170,4754358,	4735662,4747267,4751065,4754221,4757933,
NDUFA9	chr12	+	4758273	4803483	4758341,4763628,4764088,4767005,4768343,4771801,4777690,4778983,4791466,4794491,	4763458,4763991,4766914,4768202,4771699,4777623,4778907,4791371,4794425,4796104,
KCNA1	chr12	+	5019071	5027413	5019638,	5020006,
CD9	chr12	+	6308881	6347427	6309238,6309731,6334700,6341895,6342652,6344493,6344731,6345441,	6309588,6334592,6341798,6342578,6344395,6344642,6345358,6346929,
TNFRSF1A	chr12	-	6437923	6451280	6438788,6439232,6439461,6439877,6440092,6442313,6442682,6443031,6443410,	6438944,6439433,6439764,6440019,6442235,6442533,6442903,6443257,6450942,
SCNN1A	chr12	-	6456013	6484715	6457419,6457968,6458171,6458387,6458571,6463721,6464014,6464601,6465046,6471407,6472876,6484003,	6457893,6458116,6458330,6458493,6463604,6463916,6464438,6464943,6471217,6472609,6483534,6484671,
LTBR	chr12	+	6493199	6500729	6493620,6493850,6494313,6494545,6495328,6495610,6497671,6497991,6499506,	6493754,6494188,6494393,6495232,6495513,6497564,6497966,6499278,6499826,
CD27	chr12	+	6554033	6560884	6554397,6554721,6559518,6559796,6560180,	6554590,6559339,6559707,6560061,6560434,
TAPBPL	chr12	+	6561250	6571484	6561478,6562463,6562882,6566910,6568113,6570104,	6562233,6562613,6566572,6567811,6570021,6571200,
VAMP1	chr12	-	6573026	6579843	6573652,6574107,6575166,6575517,	6574056,6575008,6575391,6579696,
MRPL51	chr12	-	6601052	6602764	6601633,6602138,	6602028,6602224,
NCAPD2	chr12	+	6602545	6641121	6603320,6604391,6618958,6619299,6619976,6620418,6623558,6623753,6624086,6626191,6626665,6626849,6627125,6630276,6631203,6632168,6632512,6634882,6635366,6635537,6635781,6636229,6637054,6637257,6637494,6638022,6638205,6638759,6639124,6639983,6640242,	6604242,6618883,6619241,6619795,6620276,6623431,6623630,6623939,6625994,6626531,6626762,6626945,6630152,6630964,6631994,6632428,6634749,6635234,6635453,6635614,6636057,6636943,6637134,6637339,6637845,6638111,6638679,6638941,6639857,6640087,6640493,
GAPDH	chr12	+	6643093	6647537	6643735,6644027,6645759,6645956,6646176,6646382,6646556,6647162,	6643976,6645660,6645850,6646086,6646267,6646475,6646750,6647267,
IFFO1	chr12	-	6648694	6665237	6649754,6650808,6657323,6657711,6657991,6658650,6659062,6659956,6660167,	6650678,6657231,6657591,6657834,6658642,6658922,6659861,6660107,6664423,
NOP2	chr12	-	6666037	6677452	6666808,6669492,6669735,6669953,6670236,6670970,6671137,6672336,6672680,6672937,6673112,6675490,6675783,6675988,6677088,	6669264,6669613,6669864,6670097,6670830,6671050,6672247,6672481,6672780,6673057,6675267,6675695,6675943,6676982,6677305,
LPAR5	chr12	-	6728001	6740815	6730630,	6740751,
ACRBP	chr12	-	6747241	6756626	6747570,6748203,6749393,6749688,6752837,6753771,6754503,6755743,6756178,	6748120,6749226,6749509,6752705,6753303,6754386,6755649,6755960,6756490,
ING4	chr12	-	6759446	6772314	6760400,6760551,6761584,6761933,6762216,6762562,6765964,	6760490,6761437,6761828,6762102,6762396,6765893,6772231,
ZNF384	chr12	-	6775814	6798676	6777281,6778355,6780004,6781698,6782606,6787626,6787876,6788349,6788691,6797392,	6778197,6779926,6781516,6782382,6787293,6787829,6788112,6788621,6797333,6798534,
PIANP	chr12	-	6802958	6809596	6804223,6804817,6805690,6806958,6807270,	6804596,6805609,6806453,6807211,6809301,
COPS7A	chr12	+	6832907	6841022	6833345,6833984,6837167,6837477,6838615,6839673,6839986,	6833780,6837092,6837389,6838413,6839568,6839835,6840166,
MLF2	chr12	-	6857162	6862721	6857713,6858148,6859173,6859471,6859932,6860842,6861220,6861528,	6857936,6859014,6859343,6859879,6860807,6861091,6861451,6862105,
PTMS	chr12	+	6875541	6880118	6875916,6878840,6879165,6879384,	6878769,6879087,6879323,6879558,
LAG3	chr12	+	6881686	6887619	6882076,6882505,6883167,6884030,6884714,6886672,6887087,	6882358,6882863,6883761,6884439,6886430,6886957,6887410,
CD4	chr12	+	6898638	6929974	6898828,6909353,6909637,6923466,6924158,6925569,6926496,6927708,6928080,	6909238,6909473,6923308,6923925,6925222,6926296,6927587,6928013,6928465,
GPR162	chr12	+	6930711	6936583	6931066,6933931,6934838,6935518,	6932634,6934649,6935361,6935818,
GNB3	chr12	+	6949375	6956557	6949584,6950197,6950508,6950788,6952240,6952401,6952689,6952862,6953142,6954966,	6950033,6950422,6950750,6952134,6952338,6952527,6952796,6952941,6954750,6955956,
CDCA3	chr12	-	6957973	6961230	6958362,6958593,6959022,6959760,6960173,	6958487,6958729,6959631,6959997,6960386,
USP5	chr12	+	6961312	6975784	6961454,6964690,6964985,6965314,6965614,6966055,6966887,6967781,6968705,6969402,6969655,6970270,6970781,6971722,6972472,6973137,6973359,6974039,6974412,	6964565,6964919,6965181,6965469,6965871,6966793,6967588,6968634,6969315,6969530,6970117,6970607,6971634,6972350,6972994,6973214,6973886,6974328,6975148,
TPI1	chr12	+	6976695	6979992	6976845,6978151,6978347,6978554,6978937,6979300,	6978028,6978263,6978422,6978852,6979213,6979429,
SPSB2	chr12	-	6980099	6982449	6980483,6982150,	6981402,6982379,
LRRC23	chr12	+	7013897	7023393	7014067,7014923,7015118,7015826,7016609,7019190,7022191,	7014749,7015009,7015573,7016479,7019054,7021894,7023055,
ENO2	chr12	+	7023491	7032859	7023823,7025081,7025676,7025893,7026271,7026878,7027326,7028927,7030945,7031327,7031565,	7024982,7025581,7025835,7026202,7026745,7027104,7028730,7030744,7031219,7031507,7031894,
ATN1	chr12	+	7033626	7051484	7033700,7043191,7043476,7043741,7046724,7047230,7048340,7050186,7050717,	7043003,7043339,7043628,7044710,7047008,7047644,7050043,7050537,7050910,
C12orf57	chr12	+	7053186	7055165	7053336,7053815,	7053639,7054934,
PTPN6	chr12	+	7055740	7070479	7055902,7060894,7061340,7064157,7064430,7064648,7064919,7065384,7065731,7066948,7067236,7069157,7069402,7069598,7070108,	7060772,7061146,7063968,7064314,7064535,7064823,7065305,7065582,7066817,7067082,7069090,7069251,7069507,7069969,7070289,
